#schema_version: 1
Quantity,Name,Simple Name,Set,Set Code,Card Number,Language,Finish,Rarity,TCGPlayer Product ID,TCGPlayer SKU,TCGPlayer Price Each,TCGPlayer Fetch Date,Booster,Frame Effects,Full Art?,Promo Types,Set Type,Color Indicator,Mana Cost,Type Line,Oracle Text,Colors,Oracle ID,Layout,Arena ID,MTGO ID,Multiverse IDs,cardmarket ID,Scryfall ID,Defense,Loyalty,Power,Toughness,CMC,Color Identity,EDHREC Rank,Keywords,Penny Rank,Produced Mana,Reprint?,Reserved?,Scryfall Set Code,Scryfall URL,Standard Legal?,Future Legal?,Historic Legal?,Timeless Legal?,Gladiator Legal?,Pioneer Legal?,Explorer Legal?,Modern Legal?,Legacy Legal?,Pauper Legal?,Vintage Legal?,Penny Legal?,Commander Legal?,Oathbreaker Legal?,Brawl Legal?,Standard Brawl Legal?,Alchemy Legal?,Pauper Commander Legal?,Duel Legal?,Old School Legal?,Premodern Legal?,PreDH Legal?,Scryfall Fetch Date,Notes,Proxy
1,"Aberrant","Aberrant","",40K,86,,Normal,Uncommon,,,,,false,"",false,"",commander,,{X}{1}{G},Creature — Tyranid Mutant,"Ravenous (This creature enters with X +1/+1 counters on it. If X is 5 or more, draw a card when it enters.); Trample; Heavy Power Hammer — Whenever Aberrant deals combat damage to a player, destroy target artifact or enchantment that player controls.",G,46B5F12E-9FE5-44F6-B895-EE8C33205521,normal,,108644,"580908",674753,49DFEE68-C242-4579-94B1-C23238F8C87D,,,0,0,2,G,4207,"Ravenous, Trample, Heavy Power Hammer",,,false,false,40k,https://scryfall.com/card/40k/86/aberrant?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,not_legal,not_legal,2024-12-07T02:02:16.923-09:00,,
1,"Abundance","Abundance","",40K,210,,Normal,Rare,,,,,false,"",false,"",commander,,{2}{G}{G},Enchantment,"If you would draw a card, you may instead choose land or nonland and reveal cards from the top of your library until you reveal a card of the chosen kind. Put that card into your hand and put all other cards revealed this way on the bottom of your library in any order.",G,ECCC9A54-2B56-4A02-9926-258D5B2E25FB,normal,,108274,"582459",674655,51D27DB7-3C11-4896-A8F9-2F7F7BEEEC18,,,,,4,G,1353,"",4898,,true,false,40k,https://scryfall.com/card/40k/210/abundance?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,legal,not_legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,legal,2024-12-07T02:02:16.924-09:00,,
1,"Acolyte Hybrid","Acolyte Hybrid","",40K,70,,Normal,Uncommon,,,,,false,"",false,"",commander,,{2}{R},Creature — Tyranid Human,"Heavy Rock Cutter — Whenever Acolyte Hybrid attacks, destroy up to one target artifact. If an artifact is destroyed this way, its controller draws a card.",R,998DAF11-C0ED-4801-B013-D8B3136F16D1,normal,,108612,"580892",674752,B229697E-B6FF-450B-8020-45C454DA9B3E,,,2,2,3,R,12007,"Heavy Rock Cutter",,,false,false,40k,https://scryfall.com/card/40k/70/acolyte-hybrid?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,not_legal,not_legal,2024-12-07T02:02:16.925-09:00,,
1,"Aetherize","Aetherize","",40K,191,,Normal,Uncommon,,,,,false,"",false,"",commander,,{3}{U},Instant,"Return all attacking creatures to their owner's hand.",U,7C779721-CD1B-4696-9AE9-68CCC284ED2A,normal,,108236,"582440",674758,45A3B89A-D20C-43D0-A34C-644A58040421,,,,,4,U,501,"",2648,,true,false,40k,https://scryfall.com/card/40k/191/aetherize?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,not_legal,not_legal,2024-12-07T02:02:16.926-09:00,,
1,"Arcane Signet","Arcane Signet","",40K,227,,Normal,Common,,,,,false,"",false,"",commander,,{2},Artifact,"{T}: Add one mana of any color in your commander's color identity.",,0BC7F093-BEF0-4F1A-852C-4B75EBF54838,normal,,108308,"582476",,44FF370E-B72D-4A6C-B6DD-8434820559CC,,,,,2,,3,"",,BGRUW,true,false,40k,https://scryfall.com/card/40k/227/arcane-signet?utm_source=api,not_legal,not_legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-12-07T02:02:16.927-09:00,,
1,"Ash Barrens","Ash Barrens","",40K,265,,Normal,Uncommon,,,,,false,"",false,"",commander,,,Land,"{T}: Add {C}.; Basic landcycling {1} ({1}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",,58257464-278E-45FA-8E0B-BCD9A7500BC1,normal,,108384,"582514",675766,2816A820-BDE0-404A-BA2C-86FBE461E01B,,,,,0,,207,"Landcycling, Basic landcycling, Typecycling, Cycling",,C,true,false,40k,https://scryfall.com/card/40k/265/ash-barrens?utm_source=api,not_legal,not_legal,legal,legal,legal,not_legal,not_legal,not_legal,legal,legal,legal,not_legal,legal,legal,legal,not_legal,not_legal,legal,legal,not_legal,not_legal,not_legal,2024-12-07T02:02:16.929-09:00,,
1,"Atalan Jackal","Atalan Jackal","",40K,105,,Normal,Rare,,,,,false,"",false,"",commander,,{1}{R}{G},Creature — Human Tyranid Scout,"Trample, haste; Skilled Outrider — Whenever Atalan Jackal deals combat damage to a player, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",GR,8BE11473-6EDF-4F45-B541-11858655FB5F,normal,,108682,"580927",674757,3FC069F7-2445-44FF-BCFF-5B0741841690,,,2,2,3,GR,3461,"Haste, Trample, Skilled Outrider",,,false,false,40k,https://scryfall.com/card/40k/105/atalan-jackal?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,not_legal,not_legal,2024-12-07T02:02:16.930-09:00,,
1,"Biophagus","Biophagus","",40K,87,,Normal,Rare,,,,,false,"",false,"",commander,,{1}{G},Creature — Human Tyranid Wizard,"Genomic Enhancement — {T}: Add one mana of any color. If this mana is spent to cast a creature spell, that creature enters with an additional +1/+1 counter on it.",G,7C06A368-3306-48E0-825E-A8FDC81FA343,normal,,108646,"580909",674723,CFD188EC-5E63-414E-A949-20A0DAA82690,,,1,3,2,G,2085,"Genomic Enhancement",,BGRUW,false,false,40k,https://scryfall.com/card/40k/87/biophagus?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,not_legal,not_legal,2024-12-07T02:02:16.931-09:00,,
1,"Bone Sabres","Bone Sabres","",40K,88,,Normal,Rare,,,,,false,"",false,"",commander,,{2}{G},Artifact — Equipment,"Whenever equipped creature attacks, put four +1/+1 counters on it.; Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",G,7EF45067-74BD-4DF8-9F95-621761A0B4A0,normal,,108648,"580910",674750,73D9374D-72B8-4397-9C46-BE9216FAB911,,,,,3,G,3907,"Equip",,,false,false,40k,https://scryfall.com/card/40k/88/bone-sabres?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,not_legal,not_legal,2024-12-07T02:02:16.932-09:00,,
1,"Bred for the Hunt","Bred for the Hunt","",40K,222,,Normal,Uncommon,,,,,false,"",false,"",commander,,{1}{G}{U},Enchantment,"Whenever a creature you control with a +1/+1 counter on it deals combat damage to a player, you may draw a card.",GU,FC7CDA6F-7E5E-4A56-8D67-FFDEA7EDF269,normal,,108298,"582471",674759,E747BA48-8088-43BE-B97B-BA5D1C23781F,,,,,3,GU,3129,"",11247,,true,false,40k,https://scryfall.com/card/40k/222/bred-for-the-hunt?utm_source=api,not_legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,not_legal,not_legal,not_legal,legal,not_legal,not_legal,not_legal,2024-12-07T02:02:16.933-09:00,,
