Quantity,Name,Simple Name,Set,Card Number,Set Code,Printing,Condition,Language,Rarity,Product ID,SKU,Price,Price Each
1,Stroke of Midnight,Stroke of Midnight,Wilds of Eldraine,33,WOE,Normal,Near Mint,English,Uncommon,512318,7359342,$1.76,$1.76
1,Scrollshift,Scrollshift,March of the Machine,34,MOM,Normal,Near Mint,English,Common,491730,7086618,$0.05,$0.05
2,Scour,Scour,Urza's Destiny,18,UDS,Normal,Near Mint,English,Uncommon,6242,19738,$0.32,$0.16
2,Plunge into Winter,Plunge into Winter,Wilds of Eldraine,22,WOE,Normal,Near Mint,English,Common,513969,7404397,$0.06,$0.03
1,Moment of Valor,Moment of Valor,Wilds of Eldraine,20,WOE,Normal,Near Mint,English,Common,513933,7403317,$0.01,$0.01
2,Last Breath,Last Breath,Mercadian Masques,27,MMQ,Normal,Near Mint,English,Uncommon,6591,20081,$0.48,$0.24
1,Kellan's Lightblades,Kellan's Lightblades,Wilds of Eldraine,18,WOE,Normal,Near Mint,English,Common,513338,7383449,$0.01,$0.01
1,Isolate,Isolate,Core Set 2019,17,M19,Normal,Near Mint,English,Rare,169271,3766471,$0.09,$0.09
2,Humble,Humble,Urza's Saga,18,USG,Normal,Near Mint,English,Uncommon,6918,20396,$0.44,$0.22
1,Eerie Interference,Eerie Interference,Wilds of Eldraine,12,WOE,Normal,Near Mint,English,Uncommon,512999,7376936,$0.05,$0.05
1,Disenchant,Disenchant,Urza's Saga,12,USG,Normal,Near Mint,English,Common,6845,20326,$0.18,$0.18
1,Cut Short,Cut Short,March of the Machine,10,MOM,Normal,Near Mint,English,Common,491706,7084848,$0.01,$0.01
1,Charge of the Mites,Charge of the Mites,Phyrexia: All Will Be One,6,ONE,Normal,Near Mint,English,Common,479620,6965559,$0.03,$0.03
1,Afterlife,Afterlife,Mercadian Masques,1,MMQ,Normal,Near Mint,English,Uncommon,6422,19918,$0.21,$0.21
1,Return Triumphant,Return Triumphant,Wilds of Eldraine,26,WOE,Normal,Near Mint,English,Common,512641,7369800,$0.02,$0.02
1,Recommission,Recommission,The Brothers' War,22,BRO,Normal,Near Mint,English,Common,453030,6712815,$0.09,$0.09
1,Path of Peace,Path of Peace,Starter 1999,21,S99,Normal,Near Mint,English,Common,353,14850,$0.14,$0.14
1,Against All Odds,Against All Odds,Phyrexia: All Will Be One,1,ONE,Normal,Near Mint,English,Uncommon,479098,6951924,$0.03,$0.03
1,Zealot's Conviction,Zealot's Conviction,Phyrexia: All Will Be One,39,ONE,Normal,Near Mint,English,Common,479580,6962619,$0.01,$0.01
2,Three Blind Mice,Three Blind Mice,Wilds of Eldraine,35,WOE,Normal,Near Mint,English,Rare,512223,7357782,$0.76,$0.38
3,The Princess Takes Flight,The Princess Takes Flight,Wilds of Eldraine,23,WOE,Normal,Near Mint,English,Uncommon,512675,7371485,$0.06,$0.02
1,Seal from Existence,Seal from Existence,March of the Machine,35,MOM,Normal,Near Mint,English,Uncommon,490406,7046396,$0.17,$0.17
1,Sanctimony,Sanctimony,Urza's Destiny,16,UDS,Normal,Near Mint,English,Uncommon,6236,19732,$0.12,$0.12
1,Rune of Protection: Red,Rune of Protection: Red,Urza's Saga,40,USG,Normal,Near Mint,English,Common,7014,20483,$0.15,$0.15
1,Rune of Protection: Lands,Rune of Protection: Lands,Urza's Saga,39,USG,Normal,Near Mint,English,Rare,7013,20482,$0.44,$0.44
1,Rune of Protection: Green,Rune of Protection: Green,Urza's Saga,38,USG,Normal,Near Mint,English,Common,7012,20481,$0.18,$0.18
1,Rune of Protection: Black,Rune of Protection: Black,Urza's Saga,36,USG,Normal,Near Mint,English,Common,7010,20479,$0.25,$0.25
1,Righteous Indignation,Righteous Indignation,Mercadian Masques,46,MMQ,Normal,Near Mint,English,Uncommon,6661,20145,$0.17,$0.17
4,Rest in Peace,Rest in Peace,Wilds of Eldraine: Enchanting Tales,12,WOT,Normal,Near Mint,English,Rare,512673,7371395,$4.00,$1.00
1,Presence of the Master,Presence of the Master,Urza's Saga,32,USG,Normal,Near Mint,English,Uncommon,6988,20457,$0.28,$0.28
1,Pariah,Pariah,Urza's Saga,28,USG,Normal,Near Mint,English,Rare,6965,20437,$5.69,$5.69
1,Pacifism,Pacifism,Urza's Saga,27,USG,Normal,Near Mint,English,Common,6963,20435,$0.11,$0.11
1,Ossification,Ossification,Phyrexia: All Will Be One,26,ONE,Normal,Near Mint,English,Uncommon,478426,6934103,$1.24,$1.24
2,Oath of Lieges,Oath of Lieges,Exodus,11,EXO,Normal,Near Mint,English,Rare,4362,18259,$11.04,$5.52
1,Noble Purpose,Noble Purpose,Mercadian Masques,32,MMQ,Normal,Near Mint,English,Uncommon,6624,20111,$0.45,$0.45
2,Knightly Valor,Knightly Valor,Wilds of Eldraine: Enchanting Tales,8,WOT,Normal,Near Mint,English,Uncommon,512539,7365434,$0.04,$0.02
1,Island Sanctuary,Island Sanctuary,Revised Edition,25,3ED,Normal,Near Mint,English,Rare,1459,15596,$2.79,$2.79
1,Intangible Virtue,Intangible Virtue,Wilds of Eldraine: Enchanting Tales,6,WOT,Normal,Near Mint,English,Uncommon,512540,7365514,$0.05,$0.05
3,Hopeful Vigil,Hopeful Vigil,Wilds of Eldraine,17,WOE,Normal,Near Mint,English,Common,514016,7405947,$0.06,$0.02
1,Hexgold Hoverwings,Hexgold Hoverwings,Phyrexia: All Will Be One,14,ONE,Normal,Near Mint,English,Uncommon,479399,6956768,$0.02,$0.02
1,Glass Casket,Glass Casket,Wilds of Eldraine,16,WOE,Normal,Near Mint,English,Uncommon,512190,7356267,$0.02,$0.02
2,Entangler,Entangler,Prophecy,7,PCY,Normal,Near Mint,English,Uncommon,7297,20763,$1.62,$0.81
1,Conversion,Conversion,Fourth Edition,19,4ED,Normal,Near Mint,English,Uncommon,1698,15829,$0.14,$0.14
3,Castle,Castle,Fourth Edition,12,4ED,Normal,Near Mint,English,Uncommon,1680,15811,$0.66,$0.22
1,Brilliant Halo,Brilliant Halo,Urza's Saga,5,USG,Normal,Near Mint,English,Common,6805,20286,$0.19,$0.19
2,Blind Obedience,Blind Obedience,Wilds of Eldraine: Enchanting Tales,1,WOT,Normal,Near Mint,English,Rare,513356,7384829,$3.48,$1.74
2,Arrest,Arrest,Mercadian Masques,4,MMQ,Normal,Near Mint,English,Uncommon,6428,19924,$0.66,$0.33
